lambda_1,lambda_2,lambda_3,perplexity
0.9884,0.0069,0.0047,9.469519302632754
0.9884,0.007,0.0046,9.515714493708447
0.9884,0.0071,0.0045,9.561796326234953
0.9884,0.0072,0.0044,9.60767051026897
0.9884,0.0073,0.0043,9.653608526267343
0.9884,0.0074,0.0042,9.6993175884797
0.9884,0.0075,0.0041,9.745027889571968
0.9884,0.0076,0.004,9.79078240148413
0.9884,0.0077,0.0039,9.836241411621582
0.9884,0.0078,0.0038,9.881836062191114
0.9884,0.0079,0.0037,9.927094264227662
0.9884,0.008,0.0036,9.972380819057557
0.9884,0.0081,0.0035,10.017651015439016
0.9884,0.0082,0.0034,10.06272541074023
0.9884,0.0083,0.0033,10.107763160157537
0.9884,0.0084,0.0032,10.152785895777365
0.9884,0.0085,0.0031,10.19763448779617
0.9884,0.0086,0.003,10.242483979641943
0.9884,0.0087,0.0029,10.287168272078924
0.9884,0.0088,0.0028,10.331991142049748
0.9884,0.0089,0.0027,10.376650133056904
0.9884,0.009,0.0026,10.421027606453157
0.9884,0.0091,0.0025,10.465600430694854
0.9884,0.0092,0.0024,10.510110533429263
0.9884,0.0093,0.0023,10.554315032930772
0.9884,0.0094,0.0022,10.598707636709873
0.9884,0.0095,0.0021,10.642936980439949
0.9884,0.0096,0.002,10.68704236638281
0.9884,0.0097,0.0019,10.731254143873604
0.9884,0.0098,0.0018,10.775237917825338
0.9884,0.0099,0.0017,10.819474874778711
0.9884,0.01,0.0016,10.863385466984647
0.9884,0.0101,0.0015,10.90710536454763
0.9884,0.0102,0.0014,10.951018221481297
0.9884,0.0103,0.0013,10.994940205546301
0.9884,0.0104,0.0012,11.038724380751002
0.9884,0.0105,0.0011,11.0825307643086
0.9884,0.0106,0.001,11.126215168270683
0.9884,0.0107,0.0009,11.169883718939678
0.9884,0.0108,0.0008,11.21370244045765
0.9884,0.0109,0.0007,11.257266470033263
0.9884,0.011,0.0006,11.301062485143442
0.9884,0.0111,0.0005,11.344806210916738
0.9884,0.0112,0.0004,11.388522689292028
0.9884,0.0113,0.0003,11.43235611226955
0.9884,0.0114,0.0002,11.47635520720511
0.9884,0.0115,0.0001,11.5209686379748
0.9885,0.0058,0.0057,8.95504537740387
0.9885,0.0059,0.0056,9.00233289587697
0.9885,0.006,0.0055,9.049579764115272
0.9885,0.0061,0.0054,9.096583977745924
0.9885,0.0062,0.0053,9.143669173011725
0.9885,0.0063,0.0052,9.190367141287204
0.9885,0.0064,0.0051,9.237162271873343
0.9885,0.0065,0.005,9.283888241328768
0.9885,0.0066,0.0049,9.330429876360865
0.9885,0.0067,0.0048,9.37686990699185
0.9885,0.0068,0.0047,9.423303016351424
0.9885,0.0069,0.0046,9.469403143093418
0.9885,0.007,0.0045,9.515633272063265
0.9885,0.0071,0.0044,9.561616941836613
0.9885,0.0072,0.0043,9.60770138898523
0.9885,0.0073,0.0042,9.653545986212901
0.9885,0.0074,0.0041,9.699335899008565
0.9885,0.0075,0.004,9.744959953606068
0.9885,0.0076,0.0039,9.790737655088327
0.9885,0.0077,0.0038,9.836155988361316
0.9885,0.0078,0.0037,9.881610047874773
0.9885,0.0079,0.0036,9.927061084016396
0.9885,0.008,0.0035,9.972243418377737
0.9885,0.0081,0.0034,10.017476819513556
0.9885,0.0082,0.0033,10.06269659042687
0.9885,0.0083,0.0032,10.107788426071568
0.9885,0.0084,0.0031,10.152786720378591
0.9885,0.0085,0.003,10.197531297945442
0.9885,0.0086,0.0029,10.242487888171361
0.9885,0.0087,0.0028,10.287119687868104
0.9885,0.0088,0.0027,10.331820579565852
0.9885,0.0089,0.0026,10.376571318577515
0.9885,0.009,0.0025,10.4211184010881
0.9885,0.0091,0.0024,10.465639690278547
0.9885,0.0092,0.0023,10.510124059448124
0.9885,0.0093,0.0022,10.554476048839804
0.9885,0.0094,0.0021,10.598708420637475
0.9885,0.0095,0.002,10.64298924990621
0.9885,0.0096,0.0019,10.68717943637185
0.9885,0.0097,0.0018,10.731321835348078
0.9885,0.0098,0.0017,10.77531185333517
0.9885,0.0099,0.0016,10.819506686970525
0.9885,0.01,0.0015,10.863501407205455
0.9885,0.0101,0.0014,10.907367411139074
0.9885,0.0102,0.0013,10.95119716268327
0.9885,0.0103,0.0012,10.99511328503053
0.9885,0.0104,0.0011,11.03901823002868
0.9885,0.0105,0.001,11.08277196926059
0.9885,0.0106,0.0009,11.126686927421416
0.9885,0.0107,0.0008,11.1703873323377
0.9885,0.0108,0.0007,11.214101795294033
0.9885,0.0109,0.0006,11.257698502166313
0.9885,0.011,0.0005,11.301574334110576
0.9885,0.0111,0.0004,11.345481297976638
0.9885,0.0112,0.0003,11.389371838383942
0.9885,0.0113,0.0002,11.433449554745632
0.9885,0.0114,0.0001,11.47806912910093
0.9886,0.0058,0.0056,8.95492336886529
0.9886,0.0059,0.0055,9.002317207722355
0.9886,0.006,0.0054,9.049426248934664
0.9886,0.0061,0.0053,9.09652064158654
0.9886,0.0062,0.0052,9.143540849366888
0.9886,0.0063,0.0051,9.19032876427169
0.9886,0.0064,0.005,9.237023842229044
0.9886,0.0065,0.0049,9.283779652267512
0.9886,0.0066,0.0048,9.330356018070924
0.9886,0.0067,0.0047,9.376684455746062
0.9886,0.0068,0.0046,9.423063765708298
0.9886,0.0069,0.0045,9.469429806206556
0.9886,0.007,0.0044,9.51550920364974
0.9886,0.0071,0.0043,9.561547945135686
0.9886,0.0072,0.0042,9.607581722476027
0.9886,0.0073,0.0041,9.65354797293646
0.9886,0.0074,0.004,9.69938636082556
0.9886,0.0075,0.0039,9.745001815603795
0.9886,0.0076,0.0038,9.790718282064994
0.9886,0.0077,0.0037,9.836047148651629
0.9886,0.0078,0.0036,9.88159766188616
0.9886,0.0079,0.0035,9.926951806908678
0.9886,0.008,0.0034,9.972219424764184
0.9886,0.0081,0.0033,10.017512179836924
0.9886,0.0082,0.0032,10.062738923702064
0.9886,0.0083,0.0031,10.107678649002542
0.9886,0.0084,0.003,10.152574134525858
0.9886,0.0085,0.0029,10.197560500532445
0.9886,0.0086,0.0028,10.242485790465992
0.9886,0.0087,0.0027,10.28723122922057
0.9886,0.0088,0.0026,10.33184824470756
0.9886,0.0089,0.0025,10.376667486878471
0.9886,0.009,0.0024,10.421217333346243
0.9886,0.0091,0.0023,10.465712849580909
0.9886,0.0092,0.0022,10.510063910486382
0.9886,0.0093,0.0021,10.55453406053714
0.9886,0.0094,0.002,10.598654085916992
0.9886,0.0095,0.0019,10.643069748447937
0.9886,0.0096,0.0018,10.687371225718884
0.9886,0.0097,0.0017,10.73153614640874
0.9886,0.0098,0.0016,10.775443303358625
0.9886,0.0099,0.0015,10.819541353873987
0.9886,0.01,0.0014,10.863706918542098
0.9886,0.0101,0.0013,10.907555321157536
0.9886,0.0102,0.0012,10.951560018288664
0.9886,0.0103,0.0011,10.995247627570896
0.9886,0.0104,0.001,11.039272248583645
0.9886,0.0105,0.0009,11.083119394601164
0.9886,0.0106,0.0008,11.126773237086454
0.9886,0.0107,0.0007,11.17075466023353
0.9886,0.0108,0.0006,11.214421603662057
0.9886,0.0109,0.0005,11.258336267349078
0.9886,0.011,0.0004,11.30227009399757
0.9886,0.0111,0.0003,11.346288652098462
0.9886,0.0112,0.0002,11.390591967000992
0.9886,0.0113,0.0001,11.435172281010738
0.9887,0.0057,0.0056,8.907478805618045
0.9887,0.0058,0.0055,8.954888865183655
0.9887,0.0059,0.0054,9.002243233546693
0.9887,0.006,0.0053,9.049421418624533
0.9887,0.0061,0.0052,9.096432024472923
0.9887,0.0062,0.0051,9.14341435419954
0.9887,0.0063,0.005,9.190210578837524
0.9887,0.0064,0.0049,9.23695938389091
0.9887,0.0065,0.0048,9.283681583128006
0.9887,0.0066,0.0047,9.330390714023931
0.9887,0.0067,0.0046,9.376588771759417
0.9887,0.0068,0.0045,9.4229370425342
0.9887,0.0069,0.0044,9.469304960711927
0.9887,0.007,0.0043,9.515455209494533
0.9887,0.0071,0.0042,9.561653794604549
0.9887,0.0072,0.0041,9.60749406142
0.9887,0.0073,0.004,9.653517207551213
0.9887,0.0074,0.0039,9.69929621843172
0.9887,0.0075,0.0038,9.74493149339856
0.9887,0.0076,0.0037,9.790401991800714
0.9887,0.0077,0.0036,9.836080204092504
0.9887,0.0078,0.0035,9.88147601993631
0.9887,0.0079,0.0034,9.926872245897274
0.9887,0.008,0.0033,9.972324070046426
0.9887,0.0081,0.0032,10.01743718106897
0.9887,0.0082,0.0031,10.06263286264018
0.9887,0.0083,0.003,10.10755019874885
0.9887,0.0084,0.0029,10.152633466696903
0.9887,0.0085,0.0028,10.197617760033923
0.9887,0.0086,0.0027,10.24250358835311
0.9887,0.0087,0.0026,10.287401488449287
0.9887,0.0088,0.0025,10.332027142013033
0.9887,0.0089,0.0024,10.376639304446536
0.9887,0.009,0.0023,10.42113486895226
0.9887,0.0091,0.0022,10.465644821333962
0.9887,0.0092,0.0021,10.510142247194764
0.9887,0.0093,0.002,10.554571243606897
0.9887,0.0094,0.0019,10.598840884151775
0.9887,0.0095,0.0018,10.643209686546598
0.9887,0.0096,0.0017,10.687337914689557
0.9887,0.0097,0.0016,10.731588077973552
0.9887,0.0098,0.0015,10.775781675795187
0.9887,0.0099,0.0014,10.819834109836009
0.9887,0.01,0.0013,10.863721365263025
0.9887,0.0101,0.0012,10.907770541328034
0.9887,0.0102,0.0011,10.951767373807748
0.9887,0.0103,0.001,10.995568138873166
0.9887,0.0104,0.0009,11.03968946057842
0.9887,0.0105,0.0008,11.083328529340974
0.9887,0.0106,0.0007,11.12722107540967
0.9887,0.0107,0.0006,11.17110841474807
0.9887,0.0108,0.0005,11.214990293375617
0.9887,0.0109,0.0004,11.259098583356504
0.9887,0.011,0.0003,11.303179975825657
0.9887,0.0111,0.0002,11.347505243036169
0.9887,0.0112,0.0001,11.392253192426397
0.9888,0.0057,0.0055,8.907462093796164
0.9888,0.0058,0.0054,8.95485703872068
0.9888,0.0059,0.0053,9.002097098106532
0.9888,0.006,0.0052,9.049313402872018
0.9888,0.0061,0.0051,9.096392071338064
0.9888,0.0062,0.005,9.143312169190244
0.9888,0.0063,0.0049,9.190197551745136
0.9888,0.0064,0.0048,9.237067860627073
0.9888,0.0065,0.0047,9.283428368059594
0.9888,0.0066,0.0046,9.330132848199066
0.9888,0.0067,0.0045,9.37656531658376
0.9888,0.0068,0.0044,9.42290938235419
0.9888,0.0069,0.0043,9.469232102327375
0.9888,0.007,0.0042,9.515366997985016
0.9888,0.0071,0.0041,9.56150095422646
0.9888,0.0072,0.004,9.607418088598088
0.9888,0.0073,0.0039,9.653391835878434
0.9888,0.0074,0.0038,9.699089436253967
0.9888,0.0075,0.0037,9.744891684497835
0.9888,0.0076,0.0036,9.790425309793804
0.9888,0.0077,0.0035,9.83617330521822
0.9888,0.0078,0.0034,9.881535469965375
0.9888,0.0079,0.0033,9.926796951344098
0.9888,0.008,0.0032,9.972279774373199
0.9888,0.0081,0.0031,10.017392380654433
0.9888,0.0082,0.003,10.062667305565892
0.9888,0.0083,0.0029,10.107501721608735
0.9888,0.0084,0.0028,10.152564977939347
0.9888,0.0085,0.0027,10.197713071483513
0.9888,0.0086,0.0026,10.242436669039881
0.9888,0.0087,0.0025,10.287277064143053
0.9888,0.0088,0.0024,10.33197285615927
0.9888,0.0089,0.0023,10.376584221167423
0.9888,0.009,0.0022,10.421332282059494
0.9888,0.0091,0.0021,10.465695116562443
0.9888,0.0092,0.002,10.510269958483777
0.9888,0.0093,0.0019,10.554624669544774
0.9888,0.0094,0.0018,10.599090567116573
0.9888,0.0095,0.0017,10.643302028252934
0.9888,0.0096,0.0016,10.68744933354954
0.9888,0.0097,0.0015,10.731668353313651
0.9888,0.0098,0.0014,10.775962958066968
0.9888,0.0099,0.0013,10.819987536452215
0.9888,0.01,0.0012,10.863924945738326
0.9888,0.0101,0.0011,10.907915206985564
0.9888,0.0102,0.001,10.952110511948899
0.9888,0.0103,0.0009,10.995980067114752
0.9888,0.0104,0.0008,11.039966359562806
0.9888,0.0105,0.0007,11.083843772838394
0.9888,0.0106,0.0006,11.127884636929082
0.9888,0.0107,0.0005,11.17179855488618
0.9888,0.0108,0.0004,11.215833722791944
0.9888,0.0109,0.0003,11.260041927961025
0.9888,0.011,0.0002,11.304396703293294
0.9888,0.0111,0.0001,11.34903909890744
0.9889,0.0056,0.0055,8.859769377974276
0.9889,0.0057,0.0054,8.907338743454693
0.9889,0.0058,0.0053,8.954646622030996
0.9889,0.0059,0.0052,9.002029955863154
0.9889,0.006,0.0051,9.049137483707279
0.9889,0.0061,0.005,9.096286804116353
0.9889,0.0062,0.0049,9.143286558880185
0.9889,0.0063,0.0048,9.190189460273396
0.9889,0.0064,0.0047,9.236887919562232
0.9889,0.0065,0.0046,9.28331462091237
0.9889,0.0066,0.0045,9.3300119868558
0.9889,0.0067,0.0044,9.376559227432312
0.9889,0.0068,0.0043,9.422877461515093
0.9889,0.0069,0.0042,9.469136899152021
0.9889,0.007,0.0041,9.515253566348134
0.9889,0.0071,0.004,9.56140916109123
0.9889,0.0072,0.0039,9.607319958200918
0.9889,0.0073,0.0038,9.653244984316592
0.9889,0.0074,0.0037,9.699123391103232
0.9889,0.0075,0.0036,9.744802159263134
0.9889,0.0076,0.0035,9.790495497829731
0.9889,0.0077,0.0034,9.835988348116244
0.9889,0.0078,0.0033,9.881502228402898
0.9889,0.0079,0.0032,9.92678912551274
0.9889,0.008,0.0031,9.972200639043654
0.9889,0.0081,0.003,10.017351141025658
0.9889,0.0082,0.0029,10.06250392948795
0.9889,0.0083,0.0028,10.107569620634688
0.9889,0.0084,0.0027,10.152737648261521
0.9889,0.0085,0.0026,10.197641164592632
0.9889,0.0086,0.0025,10.242457922981423
0.9889,0.0087,0.0024,10.287398313027898
0.9889,0.0088,0.0023,10.332035206836427
0.9889,0.0089,0.0022,10.376676976398928
0.9889,0.009,0.0021,10.421272257168024
0.9889,0.0091,0.002,10.465890421433599
0.9889,0.0092,0.0019,10.5102724423679
0.9889,0.0093,0.0018,10.554711055528912
0.9889,0.0094,0.0017,10.599155894486227
0.9889,0.0095,0.0016,10.643485421822582
0.9889,0.0096,0.0015,10.687691722584324
0.9889,0.0097,0.0014,10.731933246358814
0.9889,0.0098,0.0013,10.776235787341086
0.9889,0.0099,0.0012,10.820353111746453
0.9889,0.01,0.0011,10.864201110855372
0.9889,0.0101,0.001,10.90826145251203
0.9889,0.0102,0.0009,10.952176450285709
0.9889,0.0103,0.0008,10.996396900132272
0.9889,0.0104,0.0007,11.04021759746629
0.9889,0.0105,0.0006,11.084457669462882
0.9889,0.0106,0.0005,11.128388960624886
0.9889,0.0107,0.0004,11.172404095557573
0.9889,0.0108,0.0003,11.216785607453081
0.9889,0.0109,0.0002,11.261067043323957
0.9889,0.011,0.0001,11.30613443406757
0.989,0.0056,0.0054,8.859669031665158
0.989,0.0057,0.0053,8.907210603920449
0.989,0.0058,0.0052,8.954526106385
0.989,0.0059,0.0051,9.001965517337183
0.989,0.006,0.005,9.049024664915654
0.989,0.0061,0.0049,9.096156578460803
0.989,0.0062,0.0048,9.143099393406734
0.989,0.0063,0.0047,9.190139770206521
0.989,0.0064,0.0046,9.236776167222642
0.989,0.0065,0.0045,9.283356037951666
0.989,0.0066,0.0044,9.329999434447043
0.989,0.0067,0.0043,9.376432542004466
0.989,0.0068,0.0042,9.422844109539607
0.989,0.0069,0.0041,9.469039965920167
0.989,0.007,0.004,9.515229543360297
0.989,0.0071,0.0039,9.561372834070198
0.989,0.0072,0.0038,9.607360173986867
0.989,0.0073,0.0037,9.653127041771493
0.989,0.0074,0.0036,9.698986065066606
0.989,0.0075,0.0035,9.744610265773048
0.989,0.0076,0.0034,9.790438034995049
0.989,0.0077,0.0033,9.835894966479575
0.989,0.0078,0.0032,9.88141020388678
0.989,0.0079,0.0031,9.926808632170816
0.989,0.008,0.003,9.97219195524769
0.989,0.0081,0.0029,10.017397313453916
0.989,0.0082,0.0028,10.06253667484116
0.989,0.0083,0.0027,10.107625336413538
0.989,0.0084,0.0026,10.152746029609586
0.989,0.0085,0.0025,10.197681659256888
0.989,0.0086,0.0024,10.24244422664965
0.989,0.0087,0.0023,10.287226639014206
0.989,0.0088,0.0022,10.332118126969352
0.989,0.0089,0.0021,10.376768495900627
0.989,0.009,0.002,10.42143417179461
0.989,0.0091,0.0019,10.465926479986218
0.989,0.0092,0.0018,10.510444894093332
0.989,0.0093,0.0017,10.554741022470923
0.989,0.0094,0.0016,10.599284191267321
0.989,0.0095,0.0015,10.643652233468398
0.989,0.0096,0.0014,10.687794587033103
0.989,0.0097,0.0013,10.732117465990829
0.989,0.0098,0.0012,10.77618375781364
0.989,0.0099,0.0011,10.820513144959056
0.989,0.01,0.001,10.864530348130362
0.989,0.0101,0.0009,10.908635290144309
0.989,0.0102,0.0008,10.952673038142803
0.989,0.0103,0.0007,10.996955094784798
0.989,0.0104,0.0006,11.040817788044729
0.989,0.0105,0.0005,11.084967439965125
0.989,0.0106,0.0004,11.129181475298886
0.989,0.0107,0.0003,11.173348479681477
0.989,0.0108,0.0002,11.21788398350772
0.989,0.0109,0.0001,11.262757442271596
0.9891,0.0055,0.0054,8.811921434598545
0.9891,0.0056,0.0053,8.85961563880989
0.9891,0.0057,0.0052,8.907213456776953
0.9891,0.0058,0.0051,8.954520434269755
0.9891,0.0059,0.005,9.00184911398821
0.9891,0.006,0.0049,9.049021127311157
0.9891,0.0061,0.0048,9.096157028606651
0.9891,0.0062,0.0047,9.14308178934182
0.9891,0.0063,0.0046,9.189952162249647
0.9891,0.0064,0.0045,9.236706638625861
0.9891,0.0065,0.0044,9.28334991641816
0.9891,0.0066,0.0043,9.329831513700277
0.9891,0.0067,0.0042,9.376345763927214
0.9891,0.0068,0.0041,9.422814192512233
0.9891,0.0069,0.004,9.469006834248468
0.9891,0.007,0.0039,9.515164468415923
0.9891,0.0071,0.0038,9.561228445725808
0.9891,0.0072,0.0037,9.607292857856347
0.9891,0.0073,0.0036,9.653063510923857
0.9891,0.0074,0.0035,9.699135983418957
0.9891,0.0075,0.0034,9.744608606593452
0.9891,0.0076,0.0033,9.790344356453463
0.9891,0.0077,0.0032,9.835903781698313
0.9891,0.0078,0.0031,9.881324883429812
0.9891,0.0079,0.003,9.926911319177334
0.9891,0.008,0.0029,9.972111966301684
0.9891,0.0081,0.0028,10.017414496829382
0.9891,0.0082,0.0027,10.062622210957961
0.9891,0.0083,0.0026,10.10767373660034
0.9891,0.0084,0.0025,10.152849540713913
0.9891,0.0085,0.0024,10.197683546623507
0.9891,0.0086,0.0023,10.242516793282881
0.9891,0.0087,0.0022,10.287340811597765
0.9891,0.0088,0.0021,10.332242587268857
0.9891,0.0089,0.002,10.376973075782965
0.9891,0.009,0.0019,10.421503136873424
0.9891,0.0091,0.0018,10.466029578695519
0.9891,0.0092,0.0017,10.510600913583758
0.9891,0.0093,0.0016,10.554940118310673
0.9891,0.0094,0.0015,10.599346672659708
0.9891,0.0095,0.0014,10.643730285298746
0.9891,0.0096,0.0013,10.687987107934605
0.9891,0.0097,0.0012,10.732442774721084
0.9891,0.0098,0.0011,10.776426407576533
0.9891,0.0099,0.001,10.820828933744
0.9891,0.01,0.0009,10.865008220595225
0.9891,0.0101,0.0008,10.908983840829444
0.9891,0.0102,0.0007,10.953197957965813
0.9891,0.0103,0.0006,10.997438472687012
0.9891,0.0104,0.0005,11.04139658739254
0.9891,0.0105,0.0004,11.085757112661454
0.9891,0.0106,0.0003,11.130048670262646
0.9891,0.0107,0.0002,11.17446656528554
0.9891,0.0108,0.0001,11.21954992897711
0.9892,0.0055,0.0053,8.811888535594088
0.9892,0.0056,0.0052,8.859570808689421
0.9892,0.0057,0.0051,8.90698836074609
0.9892,0.0058,0.005,8.954548268326855
0.9892,0.0059,0.0049,9.00177382313201
0.9892,0.006,0.0048,9.049030027291828
0.9892,0.0061,0.0047,9.096017890465717
0.9892,0.0062,0.0046,9.143008771375504
0.9892,0.0063,0.0045,9.189814677911997
0.9892,0.0064,0.0044,9.236585592930231
0.9892,0.0065,0.0043,9.283378639710541
0.9892,0.0066,0.0042,9.329850536968403
0.9892,0.0067,0.0041,9.376164757965674
0.9892,0.0068,0.004,9.422662740670445
0.9892,0.0069,0.0039,9.468955763161402
0.9892,0.007,0.0038,9.515135922488135
0.9892,0.0071,0.0037,9.561162304476204
0.9892,0.0072,0.0036,9.607166164309
0.9892,0.0073,0.0035,9.653121915414514
0.9892,0.0074,0.0034,9.699064610210627
0.9892,0.0075,0.0033,9.74473843051495
0.9892,0.0076,0.0032,9.790299903778195
0.9892,0.0077,0.0031,9.835936494930188
0.9892,0.0078,0.003,9.881376984774427
0.9892,0.0079,0.0029,9.92683860985656
0.9892,0.008,0.0028,9.972211285879744
0.9892,0.0081,0.0027,10.017466762931496
0.9892,0.0082,0.0026,10.062637494975434
0.9892,0.0083,0.0025,10.107784948265177
0.9892,0.0084,0.0024,10.152662792744843
0.9892,0.0085,0.0023,10.197835208446188
0.9892,0.0086,0.0022,10.242693449787206
0.9892,0.0087,0.0021,10.287461809196943
0.9892,0.0088,0.002,10.332334385929435
0.9892,0.0089,0.0019,10.37694719815017
0.9892,0.009,0.0018,10.42157306322521
0.9892,0.0091,0.0017,10.466187464354283
0.9892,0.0092,0.0016,10.51083042877113
0.9892,0.0093,0.0015,10.55509127973414
0.9892,0.0094,0.0014,10.59960831462448
0.9892,0.0095,0.0013,10.643959200950848
0.9892,0.0096,0.0012,10.688318583788615
0.9892,0.0097,0.0011,10.732646393033786
0.9892,0.0098,0.001,10.776750516581469
0.9892,0.0099,0.0009,10.821016111431861
0.9892,0.01,0.0008,10.86530614412795
0.9892,0.0101,0.0007,10.909460681090454
0.9892,0.0102,0.0006,10.953757460203972
0.9892,0.0103,0.0005,10.998041845024924
0.9892,0.0104,0.0004,11.042237547532734
0.9892,0.0105,0.0003,11.086564661032732
0.9892,0.0106,0.0002,11.131165656221777
0.9892,0.0107,0.0001,11.176167918641797
0.9893,0.0054,0.0053,8.764054744125673
0.9893,0.0055,0.0052,8.811841695225674
0.9893,0.0056,0.0051,8.85939791384818
0.9893,0.0057,0.005,8.90687153444017
0.9893,0.0058,0.0049,8.954464748366098
0.9893,0.0059,0.0048,9.001575996444554
0.9893,0.006,0.0047,9.048955159498487
0.9893,0.0061,0.0046,9.095945292815873
0.9893,0.0062,0.0045,9.142936563892127
0.9893,0.0063,0.0044,9.189786232528323
0.9893,0.0064,0.0043,9.236655486746317
0.9893,0.0065,0.0042,9.283227752087987
0.9893,0.0066,0.0041,9.329835770264781
0.9893,0.0067,0.004,9.376226368218937
0.9893,0.0068,0.0039,9.422644723369821
0.9893,0.0069,0.0038,9.468902814104963
0.9893,0.007,0.0037,9.515119391700615
0.9893,0.0071,0.0036,9.561214550390588
0.9893,0.0072,0.0035,9.607144575190915
0.9893,0.0073,0.0034,9.653218719265942
0.9893,0.0074,0.0033,9.698980756969362
0.9893,0.0075,0.0032,9.744800802713153
0.9893,0.0076,0.0031,9.790313529863798
0.9893,0.0077,0.003,9.836010757159368
0.9893,0.0078,0.0029,9.881327625333146
0.9893,0.0079,0.0028,9.926870717825896
0.9893,0.008,0.0027,9.972266171142472
0.9893,0.0081,0.0026,10.01746937218938
0.9893,0.0082,0.0025,10.062623875664427
0.9893,0.0083,0.0024,10.107830712835948
0.9893,0.0084,0.0023,10.152818479637936
0.9893,0.0085,0.0022,10.197932061773356
0.9893,0.0086,0.0021,10.24276177417611
0.9893,0.0087,0.002,10.287591775143735
0.9893,0.0088,0.0019,10.332464144241252
0.9893,0.0089,0.0018,10.377102087191135
0.9893,0.009,0.0017,10.421726568150145
0.9893,0.0091,0.0016,10.466377928729125
0.9893,0.0092,0.0015,10.510803826384832
0.9893,0.0093,0.0014,10.555325199812327
0.9893,0.0094,0.0013,10.599837392326494
0.9893,0.0095,0.0012,10.644142861829234
0.9893,0.0096,0.0011,10.688736693365481
0.9893,0.0097,0.001,10.7328476678234
0.9893,0.0098,0.0009,10.777082578804512
0.9893,0.0099,0.0008,10.821273765002
0.9893,0.01,0.0007,10.865775677130662
0.9893,0.0101,0.0006,10.909996007008855
0.9893,0.0102,0.0005,10.95437850817504
0.9893,0.0103,0.0004,10.998530796036992
0.9893,0.0104,0.0003,11.04309846192127
0.9893,0.0105,0.0002,11.087798119312989
0.9893,0.0106,0.0001,11.132880839162922
0.9894,0.0054,0.0052,8.763904471251136
0.9894,0.0055,0.0051,8.811800692388198
0.9894,0.0056,0.005,8.859422030706591
0.9894,0.0057,0.0049,8.906826989546751
0.9894,0.0058,0.0048,8.954325017430236
0.9894,0.0059,0.0047,9.001570414262988
0.9894,0.006,0.0046,9.04877133364522
0.9894,0.0061,0.0045,9.095990040810927
0.9894,0.0062,0.0044,9.142866711654113
0.9894,0.0063,0.0043,9.189690856166736
0.9894,0.0064,0.0042,9.236603378128226
0.9894,0.0065,0.0041,9.283209141360548
0.9894,0.0066,0.004,9.329642899179465
0.9894,0.0067,0.0039,9.376235895312094
0.9894,0.0068,0.0038,9.42257699759733
0.9894,0.0069,0.0037,9.468958263776539
0.9894,0.007,0.0036,9.515059741557346
0.9894,0.0071,0.0035,9.561244178951714
0.9894,0.0072,0.0034,9.607110515239064
0.9894,0.0073,0.0033,9.653077875505756
0.9894,0.0074,0.0032,9.698872549126607
0.9894,0.0075,0.0031,9.744648666177076
0.9894,0.0076,0.003,9.790439131878271
0.9894,0.0077,0.0029,9.836015627832447
0.9894,0.0078,0.0028,9.881518240092591
0.9894,0.0079,0.0027,9.926935147287274
0.9894,0.008,0.0026,9.972194772021684
0.9894,0.0081,0.0025,10.017530840579754
0.9894,0.0082,0.0024,10.062663254457119
0.9894,0.0083,0.0023,10.107880962457854
0.9894,0.0084,0.0022,10.152893546278792
0.9894,0.0085,0.0021,10.198017105045
0.9894,0.0086,0.002,10.242895581038864
0.9894,0.0087,0.0019,10.287839396893693
0.9894,0.0088,0.0018,10.332439441203856
0.9894,0.0089,0.0017,10.377190793567248
0.9894,0.009,0.0016,10.421870888403978
0.9894,0.0091,0.0015,10.466542246565368
0.9894,0.0092,0.0014,10.510986526553586
0.9894,0.0093,0.0013,10.55557628847131
0.9894,0.0094,0.0012,10.60011562418202
0.9894,0.0095,0.0011,10.644367177951656
0.9894,0.0096,0.001,10.68880689096158
0.9894,0.0097,0.0009,10.733031057222494
0.9894,0.0098,0.0008,10.77754732288463
0.9894,0.0099,0.0007,10.82187063772187
0.9894,0.01,0.0006,10.866307323206017
0.9894,0.0101,0.0005,10.910618666527805
0.9894,0.0102,0.0004,10.955113745361189
0.9894,0.0103,0.0003,10.999376951979494
0.9894,0.0104,0.0002,11.044280307866515
0.9894,0.0105,0.0001,11.089317332289871
0.9895,0.0053,0.0052,8.716000102098578
0.9895,0.0054,0.0051,8.763891543752466
0.9895,0.0055,0.005,8.81160364223441
0.9895,0.0056,0.0049,8.859378449648336
0.9895,0.0057,0.0048,8.90686333764317
0.9895,0.0058,0.0047,8.9542435219425
0.9895,0.0059,0.0046,9.001564426424485
0.9895,0.006,0.0045,9.048714126344374
0.9895,0.0061,0.0044,9.095802633023375
0.9895,0.0062,0.0043,9.142770348829352
0.9895,0.0063,0.0042,9.189593897580428
0.9895,0.0064,0.0041,9.236497146877872
0.9895,0.0065,0.004,9.283202473567634
0.9895,0.0066,0.0039,9.329585719431535
0.9895,0.0067,0.0038,9.376233789610438
0.9895,0.0068,0.0037,9.422567332067969
0.9895,0.0069,0.0036,9.468888098787358
0.9895,0.007,0.0035,9.514964368600802
0.9895,0.0071,0.0034,9.56117290647311
0.9895,0.0072,0.0033,9.607175285097354
0.9895,0.0073,0.0032,9.652967885537828
0.9895,0.0074,0.0031,9.6989286950443
0.9895,0.0075,0.003,9.744756502883968
